file,score,high_confidence,categories,hits,line_count,bytes,source_path,raw_copy
260425_分類木自動生成手法.md,4807,yes,scope-alias|mutation|validation|ssot|schema|ui-state|llm-transport|attrs|storage,Scope:218; scope:218; Alias:195; alias:195; Command:49; 整合:37; Undo:34; ViewState:32; 正本:28; 検証:26; 属性:23; Redo:21; schema:20; コンテクスト:18; SQLite:14; PersistedDocument:11; migration:11; スキーマ:10; SavedDoc:9; 循環:8; 圧縮:7; folder world:5; データモデル:4; Model.apply:3; Validate:3; metadata:2; コンテキスト:2; データ構造:2; メタデータ:1; 論理正本:1; 通信:1,5494,188971,C:\Users\Akaghef\data\作業\chatGPTdata\MarkdownFiles\Projects\Akaghef\M3E\260425_分類木自動生成手法.md,raw_conversations/260425_分類木自動生成手法.md
260413_Miro_API_Mind_Map_Editing.md,4780,yes,scope-alias|mutation|validation|ssot|schema|ui-state|attrs|llm-transport|storage,Scope:218; scope:218; Alias:195; alias:195; Command:49; 整合:36; Undo:34; ViewState:32; 検証:27; 正本:25; 属性:23; Redo:21; schema:20; コンテクスト:18; SQLite:14; PersistedDocument:11; migration:11; スキーマ:10; SavedDoc:9; 循環:8; 圧縮:6; folder world:5; データモデル:4; Model.apply:3; Validate:3; metadata:2; コンテキスト:2; データ構造:2; メタデータ:2; 論理正本:1; 通信:1,5452,189641,C:\Users\Akaghef\data\作業\chatGPTdata\MarkdownFiles\Projects\Akaghef\M3E\260413_Miro_API_Mind_Map_Editing.md,raw_conversations/260413_Miro_API_Mind_Map_Editing.md
260422_GUI自動化_Playwright.md,4776,yes,scope-alias|mutation|validation|ssot|schema|ui-state|llm-transport|attrs|storage,Scope:218; scope:218; Alias:195; alias:195; Command:51; 整合:37; Undo:34; ViewState:32; 検証:29; 正本:24; 属性:23; Redo:21; schema:20; コンテクスト:18; SQLite:14; PersistedDocument:11; migration:11; スキーマ:10; SavedDoc:9; 循環:8; 圧縮:6; folder world:5; データモデル:4; Model.apply:3; Validate:3; metadata:2; コンテキスト:2; データ構造:2; メタデータ:1; 論理正本:1; 通信:1,5422,188610,C:\Users\Akaghef\data\作業\chatGPTdata\MarkdownFiles\Projects\Akaghef\M3E\260422_GUI自動化_Playwright.md,raw_conversations/260422_GUI自動化_Playwright.md
260407_Claude_Git自動承認設定.md,4773,yes,scope-alias|mutation|validation|ssot|schema|ui-state|llm-transport|attrs|storage,Scope:218; scope:218; Alias:195; alias:195; Command:51; 整合:36; Undo:34; ViewState:32; 検証:26; 正本:24; 属性:23; schema:22; Redo:21; コンテクスト:18; SQLite:14; PersistedDocument:11; migration:11; スキーマ:10; SavedDoc:9; 循環:8; 圧縮:6; folder world:5; データモデル:4; Model.apply:3; Validate:3; metadata:2; コンテキスト:2; データ構造:2; メタデータ:1; 論理正本:1; 通信:1,5402,183410,C:\Users\Akaghef\data\作業\chatGPTdata\MarkdownFiles\Projects\Akaghef\M3E\260407_Claude_Git自動承認設定.md,raw_conversations/260407_Claude_Git自動承認設定.md
260415_CI通知と失敗対策.md,4771,yes,scope-alias|mutation|validation|ssot|schema|ui-state|llm-transport|attrs|storage,Scope:218; scope:218; Alias:195; alias:195; Command:49; 整合:36; Undo:34; ViewState:32; 検証:26; 正本:24; 属性:23; Redo:21; schema:20; コンテクスト:18; SQLite:14; PersistedDocument:11; migration:11; スキーマ:10; SavedDoc:9; 循環:8; 圧縮:6; folder world:5; Model.apply:4; データモデル:4; Validate:3; metadata:2; コンテキスト:2; データ構造:2; メタデータ:1; 論理正本:1; 通信:1,5558,184051,C:\Users\Akaghef\data\作業\chatGPTdata\MarkdownFiles\Projects\Akaghef\M3E\260415_CI通知と失敗対策.md,raw_conversations/260415_CI通知と失敗対策.md
260405_Obsidianのビジネスモデル.md,4769,yes,scope-alias|mutation|validation|ssot|schema|ui-state|llm-transport|attrs|storage,Scope:219; scope:219; Alias:196; alias:196; Command:53; 整合:39; Undo:35; ViewState:32; 検証:26; 正本:24; 属性:23; Redo:21; schema:20; コンテクスト:18; SQLite:14; PersistedDocument:11; migration:11; スキーマ:10; SavedDoc:9; 循環:8; 圧縮:6; folder world:5; データモデル:5; Model.apply:3; Validate:3; metadata:2; コンテキスト:2; データ構造:2; メタデータ:1; 論理正本:1; 通信:1,5594,188597,C:\Users\Akaghef\data\作業\chatGPTdata\MarkdownFiles\Projects\Akaghef\M3E\260405_Obsidianのビジネスモデル.md,raw_conversations/260405_Obsidianのビジネスモデル.md
260421_M3E威力の伝え方.md,4769,yes,scope-alias|mutation|validation|ssot|schema|ui-state|llm-transport|attrs|storage,Scope:218; scope:218; Alias:200; alias:200; Command:49; Undo:36; 整合:36; ViewState:32; 検証:26; 正本:24; 属性:23; Redo:21; schema:20; コンテクスト:18; SQLite:14; PersistedDocument:11; migration:11; スキーマ:10; SavedDoc:9; 圧縮:8; 循環:8; folder world:5; データモデル:4; Model.apply:3; Validate:3; metadata:2; コンテキスト:2; データ構造:2; メタデータ:1; 論理正本:1; 通信:1,5409,182011,C:\Users\Akaghef\data\作業\chatGPTdata\MarkdownFiles\Projects\Akaghef\M3E\260421_M3E威力の伝え方.md,raw_conversations/260421_M3E威力の伝え方.md
260412_Party_experience_summary.md,4765,yes,scope-alias|mutation|validation|ssot|schema|ui-state|attrs|llm-transport|storage,Scope:218; scope:218; Alias:195; alias:195; Command:49; 整合:36; Undo:34; ViewState:32; 検証:26; 正本:24; 属性:23; Redo:21; schema:20; コンテクスト:18; SQLite:14; PersistedDocument:11; migration:11; スキーマ:10; SavedDoc:9; 循環:8; 圧縮:6; folder world:5; metadata:4; データモデル:4; Model.apply:3; Validate:3; コンテキスト:2; データ構造:2; メタデータ:1; 論理正本:1; 通信:1,5488,191556,C:\Users\Akaghef\data\作業\chatGPTdata\MarkdownFiles\Projects\Akaghef\M3E\260412_Party_experience_summary.md,raw_conversations/260412_Party_experience_summary.md
260410_線形からグラフ構造.md,4761,yes,scope-alias|mutation|validation|ssot|schema|ui-state|llm-transport|attrs|storage,Scope:226; scope:226; Alias:196; alias:196; Command:50; 整合:36; Undo:34; ViewState:32; 検証:26; 正本:24; 属性:23; Redo:21; schema:20; コンテクスト:18; SQLite:14; PersistedDocument:11; migration:11; スキーマ:10; SavedDoc:9; 循環:8; 圧縮:6; folder world:5; データモデル:4; Model.apply:3; Validate:3; コンテキスト:3; metadata:2; データ構造:2; メタデータ:1; 論理正本:1; 通信:1,5596,195519,C:\Users\Akaghef\data\作業\chatGPTdata\MarkdownFiles\Projects\Akaghef\M3E\260410_線形からグラフ構造.md,raw_conversations/260410_線形からグラフ構造.md
260411_CodexとLLMの違い.md,4759,yes,scope-alias|mutation|validation|ssot|schema|ui-state|llm-transport|attrs|storage,Scope:218; scope:218; Alias:195; alias:195; Command:49; 整合:36; Undo:34; ViewState:32; 検証:26; 正本:24; 属性:23; Redo:21; schema:20; コンテクスト:18; SQLite:14; PersistedDocument:11; migration:11; スキーマ:10; SavedDoc:9; 循環:8; 圧縮:6; folder world:5; データモデル:4; Model.apply:3; Validate:3; metadata:2; コンテキスト:2; データ構造:2; 通信:2; メタデータ:1; 論理正本:1,5753,187936,C:\Users\Akaghef\data\作業\chatGPTdata\MarkdownFiles\Projects\Akaghef\M3E\260411_CodexとLLMの違い.md,raw_conversations/260411_CodexとLLMの違い.md
260422_数学研究と著作権.md,4758,yes,scope-alias|mutation|validation|ssot|schema|ui-state|llm-transport|attrs|storage,Scope:218; scope:218; Alias:195; alias:195; Command:49; 整合:36; Undo:34; ViewState:32; 検証:27; 正本:24; 属性:23; Redo:21; schema:20; コンテクスト:18; SQLite:14; PersistedDocument:11; migration:11; スキーマ:10; SavedDoc:9; 循環:8; 圧縮:6; folder world:5; データモデル:4; Model.apply:3; Validate:3; metadata:2; コンテキスト:2; データ構造:2; メタデータ:1; 論理正本:1; 通信:1,5396,191834,C:\Users\Akaghef\data\作業\chatGPTdata\MarkdownFiles\Projects\Akaghef\M3E\260422_数学研究と著作権.md,raw_conversations/260422_数学研究と著作権.md
260405_M3E_vs_M3E.md,4749,yes,scope-alias|mutation|validation|ssot|schema|ui-state|llm-transport|attrs|storage,Scope:218; scope:218; Alias:195; alias:195; Command:49; 整合:37; Undo:34; ViewState:32; 検証:26; 正本:24; 属性:23; Redo:21; schema:20; コンテクスト:18; SQLite:14; PersistedDocument:11; migration:11; スキーマ:10; SavedDoc:9; 循環:8; 圧縮:6; folder world:5; データモデル:4; Model.apply:3; Validate:3; metadata:2; コンテキスト:2; データ構造:2; メタデータ:1; 論理正本:1; 通信:1,5379,181793,C:\Users\Akaghef\data\作業\chatGPTdata\MarkdownFiles\Projects\Akaghef\M3E\260405_M3E_vs_M3E.md,raw_conversations/260405_M3E_vs_M3E.md
260406_位相空間_定義.md,4749,yes,scope-alias|mutation|validation|ssot|schema|ui-state|llm-transport|attrs|storage,Scope:218; scope:218; Alias:195; alias:195; Command:49; 整合:37; Undo:34; ViewState:32; 検証:26; 正本:24; 属性:23; Redo:21; schema:20; コンテクスト:18; SQLite:14; PersistedDocument:11; migration:11; スキーマ:10; SavedDoc:9; 循環:8; 圧縮:6; folder world:5; データモデル:4; Model.apply:3; Validate:3; metadata:2; コンテキスト:2; データ構造:2; メタデータ:1; 論理正本:1; 通信:1,5567,187935,C:\Users\Akaghef\data\作業\chatGPTdata\MarkdownFiles\Projects\Akaghef\M3E\260406_位相空間_定義.md,raw_conversations/260406_位相空間_定義.md
260411_GitHubインストーラ警告対策.md,4749,yes,scope-alias|mutation|validation|ssot|schema|ui-state|llm-transport|attrs|storage,Scope:218; scope:218; Alias:195; alias:195; Command:49; 整合:36; Undo:34; ViewState:32; 検証:26; 正本:24; 属性:23; Redo:21; schema:20; コンテクスト:18; SQLite:14; PersistedDocument:11; migration:11; スキーマ:10; SavedDoc:9; 循環:8; 圧縮:6; folder world:5; データモデル:4; Model.apply:3; Validate:3; metadata:2; コンテキスト:2; データ構造:2; メタデータ:1; 論理正本:1; 通信:1,5876,191140,C:\Users\Akaghef\data\作業\chatGPTdata\MarkdownFiles\Projects\Akaghef\M3E\260411_GitHubインストーラ警告対策.md,raw_conversations/260411_GitHubインストーラ警告対策.md
260412_Codex_Git操作方法.md,4749,yes,scope-alias|mutation|validation|ssot|schema|ui-state|llm-transport|attrs|storage,Scope:218; scope:218; Alias:195; alias:195; Command:49; 整合:36; Undo:34; ViewState:32; 検証:26; 正本:24; 属性:23; Redo:21; schema:20; コンテクスト:18; SQLite:14; PersistedDocument:11; migration:11; スキーマ:10; SavedDoc:9; 循環:8; 圧縮:6; folder world:5; データモデル:4; Model.apply:3; Validate:3; metadata:2; コンテキスト:2; データ構造:2; メタデータ:1; 論理正本:1; 通信:1,5389,181021,C:\Users\Akaghef\data\作業\chatGPTdata\MarkdownFiles\Projects\Akaghef\M3E\260412_Codex_Git操作方法.md,raw_conversations/260412_Codex_Git操作方法.md
260415_scopen_descopen改善提案.md,4749,yes,scope-alias|mutation|validation|ssot|schema|ui-state|llm-transport|attrs|storage,Scope:292; scope:292; Alias:195; alias:195; Command:49; 整合:36; Undo:34; ViewState:32; 検証:26; 正本:24; 属性:23; Redo:21; schema:20; コンテクスト:18; SQLite:14; PersistedDocument:11; migration:11; スキーマ:10; SavedDoc:9; 循環:8; 圧縮:6; folder world:5; データモデル:4; Model.apply:3; Validate:3; metadata:2; コンテキスト:2; データ構造:2; メタデータ:1; 論理正本:1; 通信:1,5687,188857,C:\Users\Akaghef\data\作業\chatGPTdata\MarkdownFiles\Projects\Akaghef\M3E\260415_scopen_descopen改善提案.md,raw_conversations/260415_scopen_descopen改善提案.md
260420_目標整理と最小化.md,4256,yes,scope-alias|mutation|validation|ssot|schema|attrs|llm-transport|storage|ui-state,Scope:127; scope:127; Alias:102; alias:102; Command:48; Undo:36; 整合:32; 検証:23; 正本:23; 属性:22; Redo:21; ViewState:19; コンテクスト:16; SQLite:15; schema:15; スキーマ:11; SavedDoc:9; PersistedDocument:8; 循環:8; migration:7; 圧縮:5; Model.apply:3; データモデル:3; folder world:2; コンテキスト:2; metadata:1; データ構造:1; メタデータ:1; 論理正本:1; 通信:1,5160,182528,C:\Users\Akaghef\data\作業\chatGPTdata\MarkdownFiles\Projects\Akaghef\M3E\260420_目標整理と最小化.md,raw_conversations/260420_目標整理と最小化.md
260419_PJ遂行の仕組み.md,3628,yes,scope-alias|mutation|validation|ssot|llm-transport|attrs|schema|storage|ui-state,Scope:108; scope:108; Alias:81; alias:81; Command:45; Undo:32; 整合:24; 属性:22; 検証:21; 正本:20; Redo:19; コンテクスト:16; ViewState:11; SQLite:10; SavedDoc:9; スキーマ:9; schema:7; 圧縮:7; 循環:6; migration:5; Model.apply:3; folder world:2; コンテキスト:2; データモデル:2; PersistedDocument:1; metadata:1; データ構造:1; メタデータ:1; 論理正本:1; 通信:1,4594,177286,C:\Users\Akaghef\data\作業\chatGPTdata\MarkdownFiles\Projects\Akaghef\M3E\260419_PJ遂行の仕組み.md,raw_conversations/260419_PJ遂行の仕組み.md
260330_Industry_E4_clarification.md,3192,yes,scope-alias|mutation|validation|schema|ui-state|llm-transport|storage|attrs,Alias:62; alias:62; Command:35; Scope:31; scope:31; 整合:31; Undo:30; ViewState:20; migration:16; スキーマ:16; 属性:14; Redo:12; コンテクスト:10; 循環:7; 検証:7; Model.apply:6; schema:6; 圧縮:6; folder world:4; データモデル:4; データ構造:3,1614,90169,C:\Users\Akaghef\data\作業\chatGPTdata\MarkdownFiles\Projects\Akaghef\M3E\260330_Industry_E4_clarification.md,raw_conversations/260330_Industry_E4_clarification.md
260304_開発言語選定.md,2865,yes,mutation|scope-alias|schema|ui-state|validation|storage|llm-transport|attrs,Command:87; Undo:68; Redo:35; ViewState:29; 整合:21; Alias:18; alias:18; Model.apply:15; スキーマ:12; データ構造:11; Scope:9; scope:9; データモデル:9; schema:7; migration:6; 検証:5; 通信:4; 循環:3; SQLite:2; folder world:1; コンテクスト:1; 属性:1,3336,132262,C:\Users\Akaghef\data\作業\chatGPTdata\MarkdownFiles\Projects\Akaghef\M3E\260304_開発言語選定.md,raw_conversations/260304_開発言語選定.md
260403_アイコン設計方針.md,2732,yes,scope-alias|mutation|validation|ui-state|schema|llm-transport|attrs|storage,Alias:69; alias:69; Command:34; Scope:31; scope:31; Undo:30; 整合:22; ViewState:20; Redo:12; コンテクスト:10; スキーマ:10; Model.apply:6; 圧縮:6; 循環:6; folder world:4; migration:4; データモデル:4; 属性:4; 検証:4; schema:2; データ構造:2,1250,69263,C:\Users\Akaghef\data\作業\chatGPTdata\MarkdownFiles\Projects\Akaghef\M3E\260403_アイコン設計方針.md,raw_conversations/260403_アイコン設計方針.md
260403_クラウド同期マージ問題.md,2554,yes,scope-alias|mutation|validation|attrs|llm-transport|ui-state|schema|ssot|storage,Alias:43; alias:43; Scope:36; scope:36; 整合:23; Undo:22; Command:21; ViewState:15; 属性:15; 検証:12; 循環:10; 圧縮:9; Redo:8; スキーマ:6; コンテクスト:5; Model.apply:3; メタデータ:3; 正本:3; 通信:3; folder world:2; migration:2; データモデル:2; DTO:1; Validate:1; schema:1; データ構造:1,1822,77807,C:\Users\Akaghef\data\作業\chatGPTdata\MarkdownFiles\Projects\Akaghef\M3E\260403_クラウド同期マージ問題.md,raw_conversations/260403_クラウド同期マージ問題.md
260325_温度とグラフ構造.md,2236,yes,scope-alias|validation|mutation|llm-transport|ui-state|schema|attrs|storage,整合:37; Alias:35; alias:35; 圧縮:29; Command:19; Undo:18; Scope:15; scope:15; ViewState:10; 循環:9; Redo:7; コンテクスト:5; スキーマ:5; 属性:5; 検証:5; Model.apply:3; メタデータ:3; folder world:2; migration:2; データモデル:2; schema:1; データ構造:1,2190,91942,C:\Users\Akaghef\data\作業\chatGPTdata\MarkdownFiles\Projects\Akaghef\M3E\260325_温度とグラフ構造.md,raw_conversations/260325_温度とグラフ構造.md
260311_外部ツール利用可否.md,2146,yes,scope-alias|mutation|validation|schema|llm-transport|ui-state|attrs|storage,Alias:40; alias:40; Scope:23; scope:23; Command:21; Undo:20; 整合:14; 検証:13; Redo:11; ViewState:11; コンテクスト:6; スキーマ:6; 属性:6; データモデル:4; 圧縮:4; Model.apply:3; folder world:3; migration:3; 循環:3; データ構造:2; schema:1; 通信:1,1941,88575,C:\Users\Akaghef\data\作業\chatGPTdata\MarkdownFiles\Projects\Akaghef\M3E\260311_外部ツール利用可否.md,raw_conversations/260311_外部ツール利用可否.md
260304_MVC通信形式_Rapid.md,2115,yes,ui-state|mutation|scope-alias|llm-transport|validation|schema|storage|attrs,ViewState:70; Command:36; Alias:22; alias:22; 通信:21; Undo:12; 整合:11; Model.apply:8; Redo:7; Scope:6; scope:6; コンテクスト:5; スキーマ:5; migration:4; schema:3; データ構造:3; 圧縮:3; folder world:2; データモデル:2; 属性:2; 循環:2; SQLite:1; 検証:1,1858,42494,C:\Users\Akaghef\data\作業\chatGPTdata\MarkdownFiles\Projects\Akaghef\M3E\260304_MVC通信形式_Rapid.md,raw_conversations/260304_MVC通信形式_Rapid.md
260403_データマイグレーションの実際.md,2112,yes,scope-alias|mutation|storage|schema|validation|ui-state|llm-transport|attrs,migration:37; Alias:35; alias:35; Scope:19; scope:19; Command:17; Undo:15; 整合:13; ViewState:10; スキーマ:10; Redo:6; schema:5; コンテクスト:5; Model.apply:3; 圧縮:3; 循環:3; folder world:2; データモデル:2; 属性:2; 検証:2; SQLite:1; データ構造:1,989,38819,C:\Users\Akaghef\data\作業\chatGPTdata\MarkdownFiles\Projects\Akaghef\M3E\260403_データマイグレーションの実際.md,raw_conversations/260403_データマイグレーションの実際.md
260330_GUI操作の自動化方法.md,2057,yes,scope-alias|mutation|validation|ui-state|schema|llm-transport|storage|attrs,Command:42; Alias:31; alias:31; Undo:22; 整合:17; Scope:16; scope:16; ViewState:13; Redo:12; 検証:8; スキーマ:6; コンテクスト:5; migration:4; 循環:4; Model.apply:3; schema:3; 圧縮:3; folder world:2; データモデル:2; 属性:2; データ構造:1,847,45661,C:\Users\Akaghef\data\作業\chatGPTdata\MarkdownFiles\Projects\Akaghef\M3E\260330_GUI操作の自動化方法.md,raw_conversations/260330_GUI操作の自動化方法.md
260330_Map_Logic_Limitations.md,2002,yes,scope-alias|mutation|schema|validation|attrs|ui-state|llm-transport|storage,Alias:35; alias:35; Command:27; Scope:22; scope:22; Undo:16; schema:11; ViewState:10; 整合:10; metadata:9; Redo:6; コンテクスト:5; スキーマ:5; Model.apply:3; 圧縮:3; 循環:3; folder world:2; migration:2; データモデル:2; 属性:2; 検証:2; データ構造:1,1067,47622,C:\Users\Akaghef\data\作業\chatGPTdata\MarkdownFiles\Projects\Akaghef\M3E\260330_Map_Logic_Limitations.md,raw_conversations/260330_Map_Logic_Limitations.md
260403_Worktreeによるディレクトリ管理.md,1899,yes,scope-alias|mutation|validation|ui-state|llm-transport|schema|attrs|storage,Scope:37; scope:37; Alias:34; alias:34; Command:18; Undo:15; 整合:15; ViewState:10; Redo:6; コンテクスト:5; スキーマ:5; Model.apply:3; 圧縮:3; 属性:3; 循環:3; folder world:2; migration:2; データモデル:2; 検証:2; schema:1; コンテキスト:1; データ構造:1,821,36107,C:\Users\Akaghef\data\作業\chatGPTdata\MarkdownFiles\Projects\Akaghef\M3E\260403_Worktreeによるディレクトリ管理.md,raw_conversations/260403_Worktreeによるディレクトリ管理.md
260404_ScopeとNodeの設定.md,1878,yes,scope-alias|mutation|validation|ui-state|schema|llm-transport|attrs|storage,Scope:34; scope:34; Alias:32; alias:32; Command:17; Undo:16; 整合:12; ViewState:11; Redo:6; コンテクスト:5; スキーマ:5; 属性:4; Model.apply:3; 圧縮:3; 循環:3; folder world:2; migration:2; データモデル:2; 検証:2; schema:1; データ構造:1,531,33365,C:\Users\Akaghef\data\作業\chatGPTdata\MarkdownFiles\Projects\Akaghef\M3E\260404_ScopeとNodeの設定.md,raw_conversations/260404_ScopeとNodeの設定.md
260330_LLMの不足判定設計.md,1847,yes,scope-alias|mutation|validation|llm-transport|ui-state|schema|attrs|storage,Alias:32; alias:32; Command:19; Scope:17; scope:17; Undo:15; 整合:14; ViewState:10; 圧縮:8; Redo:6; コンテキスト:5; コンテクスト:5; スキーマ:5; Model.apply:4; 循環:4; 検証:3; folder world:2; migration:2; データモデル:2; 属性:2; schema:1; データ構造:1,908,48277,C:\Users\Akaghef\data\作業\chatGPTdata\MarkdownFiles\Projects\Akaghef\M3E\260330_LLMの不足判定設計.md,raw_conversations/260330_LLMの不足判定設計.md
260402_ノードメタデータ設計.md,1821,yes,scope-alias|mutation|attrs|validation|ui-state|schema|llm-transport|storage,Alias:31; alias:31; Command:18; Undo:16; Scope:15; scope:15; ViewState:12; メタデータ:12; 整合:10; Redo:6; スキーマ:6; 属性:6; コンテクスト:5; Model.apply:3; 圧縮:3; 循環:3; folder world:2; migration:2; データモデル:2; 検証:2; schema:1; データ構造:1,523,31560,C:\Users\Akaghef\data\作業\chatGPTdata\MarkdownFiles\Projects\Akaghef\M3E\260402_ノードメタデータ設計.md,raw_conversations/260402_ノードメタデータ設計.md
260330_役割分離の方法.md,1801,yes,scope-alias|mutation|validation|ui-state|schema|llm-transport|attrs|storage,Alias:30; alias:30; Command:28; Undo:16; Scope:15; scope:15; ViewState:11; 整合:11; Redo:7; コンテクスト:5; スキーマ:5; Model.apply:4; 検証:4; 圧縮:3; 循環:3; folder world:2; migration:2; データモデル:2; 属性:2; Validate:1; schema:1; データ構造:1,849,36328,C:\Users\Akaghef\data\作業\chatGPTdata\MarkdownFiles\Projects\Akaghef\M3E\260330_役割分離の方法.md,raw_conversations/260330_役割分離の方法.md
260311_アプリ名の略称提案.md,1763,yes,scope-alias|mutation|validation|llm-transport|schema|attrs|ui-state|storage,Alias:42; alias:42; 整合:21; Command:14; Undo:14; コンテクスト:11; スキーマ:10; Scope:8; scope:8; 圧縮:7; Redo:6; データモデル:5; ViewState:4; folder world:4; 属性:4; Model.apply:2; migration:2; データ構造:2; 循環:2,830,43103,C:\Users\Akaghef\data\作業\chatGPTdata\MarkdownFiles\Projects\Akaghef\M3E\260311_アプリ名の略称提案.md,raw_conversations/260311_アプリ名の略称提案.md
260312_Freeplane_実装とデータ構造.md,1729,yes,scope-alias|schema|llm-transport|validation|mutation|attrs|ui-state|ssot|storage,Scope:20; scope:20; Alias:19; alias:19; コンテキスト:16; データモデル:9; ViewState:8; 整合:8; Command:7; データ構造:7; 属性:7; 検証:7; Undo:6; スキーマ:5; 正本:5; Redo:3; 循環:2; 通信:2; metadata:1; migration:1; schema:1; コンテクスト:1; メタデータ:1,2548,70095,C:\Users\Akaghef\data\作業\chatGPTdata\MarkdownFiles\Projects\Akaghef\M3E\260312_Freeplane_実装とデータ構造.md,raw_conversations/260312_Freeplane_実装とデータ構造.md
260404_M3Eのコンテンツ販売.md,1716,yes,scope-alias|mutation|validation|ui-state|llm-transport|schema|attrs|storage,Alias:31; alias:31; Command:18; Scope:17; scope:17; Undo:15; 整合:14; ViewState:10; Redo:6; コンテクスト:5; スキーマ:5; 圧縮:4; 循環:4; Model.apply:3; 検証:3; folder world:2; migration:2; データモデル:2; 属性:2; schema:1; データ構造:1,965,42114,C:\Users\Akaghef\data\作業\chatGPTdata\MarkdownFiles\Projects\Akaghef\M3E\260404_M3Eのコンテンツ販売.md,raw_conversations/260404_M3Eのコンテンツ販売.md
260403_固定費と戦略.md,1679,yes,scope-alias|mutation|validation|ui-state|schema|llm-transport|attrs|storage,Alias:32; alias:32; Command:17; Scope:17; scope:17; Undo:15; ViewState:10; 整合:10; Redo:6; 検証:6; コンテクスト:5; スキーマ:5; Model.apply:3; 圧縮:3; 循環:3; folder world:2; migration:2; データモデル:2; 属性:2; schema:1; データ構造:1,1892,93190,C:\Users\Akaghef\data\作業\chatGPTdata\MarkdownFiles\Projects\Akaghef\M3E\260403_固定費と戦略.md,raw_conversations/260403_固定費と戦略.md
260403_キーコンフィグ相談.md,1675,yes,scope-alias|mutation|validation|ui-state|llm-transport|schema|attrs|storage,Alias:30; alias:30; Command:18; Scope:15; Undo:15; scope:15; 整合:13; ViewState:11; Redo:6; コンテクスト:5; スキーマ:5; Model.apply:3; 圧縮:3; 循環:3; folder world:2; migration:2; データモデル:2; 属性:2; 検証:2; schema:1; コンテキスト:1; データ構造:1,1007,43159,C:\Users\Akaghef\data\作業\chatGPTdata\MarkdownFiles\Projects\Akaghef\M3E\260403_キーコンフィグ相談.md,raw_conversations/260403_キーコンフィグ相談.md
260404_HTML要素と設計.md,1674,yes,scope-alias|mutation|validation|ui-state|schema|llm-transport|attrs|storage,Alias:30; alias:30; Command:17; Undo:16; Scope:15; scope:15; ViewState:13; 整合:11; Redo:7; コンテクスト:5; スキーマ:5; Model.apply:3; 圧縮:3; 循環:3; folder world:2; migration:2; データモデル:2; 属性:2; 検証:2; schema:1; データ構造:1,571,33298,C:\Users\Akaghef\data\作業\chatGPTdata\MarkdownFiles\Projects\Akaghef\M3E\260404_HTML要素と設計.md,raw_conversations/260404_HTML要素と設計.md
260331_CodexCLI使用方法.md,1657,yes,scope-alias|mutation|validation|llm-transport|ui-state|schema|attrs|storage,Alias:30; alias:30; Command:18; Scope:15; Undo:15; scope:15; 整合:11; ViewState:10; Redo:6; コンテクスト:5; スキーマ:5; Model.apply:3; 圧縮:3; 循環:3; folder world:2; migration:2; コンテキスト:2; データモデル:2; 属性:2; 検証:2; schema:1; データ構造:1,1228,44867,C:\Users\Akaghef\data\作業\chatGPTdata\MarkdownFiles\Projects\Akaghef\M3E\260331_CodexCLI使用方法.md,raw_conversations/260331_CodexCLI使用方法.md
260331_BitwardenとPowerShell設定.md,1645,yes,scope-alias|mutation|validation|ui-state|llm-transport|schema|attrs|storage,Alias:30; alias:30; Command:19; Scope:15; Undo:15; scope:15; ViewState:10; 整合:10; Redo:6; コンテクスト:5; スキーマ:5; Model.apply:3; 圧縮:3; 循環:3; folder world:2; migration:2; データモデル:2; 属性:2; 検証:2; schema:1; コンテキスト:1; データ構造:1,1219,51697,C:\Users\Akaghef\data\作業\chatGPTdata\MarkdownFiles\Projects\Akaghef\M3E\260331_BitwardenとPowerShell設定.md,raw_conversations/260331_BitwardenとPowerShell設定.md
260330_メールボックス分類フロー.md,1642,yes,scope-alias|mutation|validation|ui-state|llm-transport|schema|attrs|storage,Alias:32; alias:32; Command:17; Scope:15; Undo:15; scope:15; 整合:11; ViewState:10; Redo:6; コンテクスト:5; スキーマ:5; 圧縮:4; Model.apply:3; 属性:3; 循環:3; folder world:2; migration:2; データモデル:2; 検証:2; schema:1; データ構造:1,740,38291,C:\Users\Akaghef\data\作業\chatGPTdata\MarkdownFiles\Projects\Akaghef\M3E\260330_メールボックス分類フロー.md,raw_conversations/260330_メールボックス分類フロー.md
260330_ハードコピーとソフトコピー.md,1640,yes,scope-alias|mutation|validation|ui-state|schema|llm-transport|attrs|storage,Alias:51; alias:51; Command:17; Undo:16; Scope:15; scope:15; 整合:12; ViewState:10; Redo:6; コンテクスト:5; スキーマ:5; Model.apply:3; 圧縮:3; 循環:3; folder world:2; migration:2; データモデル:2; 属性:2; 検証:2; schema:1; データ構造:1,808,36825,C:\Users\Akaghef\data\作業\chatGPTdata\MarkdownFiles\Projects\Akaghef\M3E\260330_ハードコピーとソフトコピー.md,raw_conversations/260330_ハードコピーとソフトコピー.md
